ccn,state,county,county_fips,harm_survey_week,flagged,first_crossing_week,lead_days,score_at_crossing,prior_harm_rate_at_crossing,hprd_total_at_crossing,hprd_rn_at_crossing,rn_share_at_crossing,contract_frac_at_crossing,weekend_gap_at_crossing,hprd_cv_at_crossing,hprd_trend_at_crossing,low_days_frac_at_crossing,census_at_crossing,matched_controls,matched_controls_not_flagged
06A172,CO,Adams,001,2026-02-09,1,2025-08-18,175,0.17351,0.669569,3.467557,0.67186,0.193756,0.081438,0.128995,0.116227,0.083009,0.511111,77.722222,49,26
06A173,CO,Sedgwick,115,2025-09-08,1,2025-03-24,168,0.185643,0.390224,3.870459,0.687071,0.177517,0.279795,0.173749,0.144295,0.20317,0.26087,22.75,5,5
075011,CT,Capitol,110,2026-03-09,0,,,,,,,,,,,,,,43,35
075061,CT,Western Ct,190,2025-06-02,1,2025-03-24,70,0.186245,0.0,3.41533,0.747983,0.219008,0.202747,0.142625,0.098846,-0.057089,0.565217,129.413043,18,8
075061,CT,Western Ct,190,2026-02-09,1,2025-08-18,175,0.180344,0.251204,3.521305,0.812377,0.230703,0.175113,0.125077,0.076355,-0.006121,0.4,134.322222,18,9
075063,CT,Capitol,110,2025-04-07,1,2025-03-24,14,0.179152,0.522906,3.455102,0.608382,0.176082,0.065571,0.074798,0.048804,0.064068,0.5,174.119565,3,1
075063,CT,Capitol,110,2025-10-06,1,2025-04-14,175,0.179152,0.772743,3.455102,0.608382,0.176082,0.065571,0.074798,0.048804,0.064068,0.5,174.119565,3,1
075079,CT,Southeastern Ct,180,2025-06-09,1,2025-03-24,77,0.177544,0.0,3.460526,0.637956,0.184352,0.121088,0.14017,0.090866,0.02874,0.456522,101.869565,55,28
075079,CT,Southeastern Ct,180,2025-07-28,1,2025-03-24,126,0.177544,0.0,3.460526,0.637956,0.184352,0.121088,0.14017,0.090866,0.02874,0.456522,101.869565,55,28
075079,CT,Southeastern Ct,180,2025-10-13,1,2025-04-21,175,0.177544,0.0,3.460526,0.637956,0.184352,0.121088,0.14017,0.090866,0.02874,0.456522,101.869565,55,26
075113,CT,Southeastern Ct,180,2025-05-05,1,2025-03-24,42,0.20909,0.243014,3.363386,0.592796,0.17625,0.312674,0.14701,0.105174,0.003356,0.586957,82.532609,42,34
075146,CT,Naugatuck Vly,140,2025-09-15,0,,,,,,,,,,,,,,35,26
075158,CT,Southeastern Ct,180,2025-06-30,0,,,,,,,,,,,,,,55,27
075158,CT,Southeastern Ct,180,2025-08-18,0,,,,,,,,,,,,,,55,25
075158,CT,Southeastern Ct,180,2026-02-02,0,,,,,,,,,,,,,,55,31
075195,CT,Capitol,110,2025-06-09,1,2025-03-24,77,0.193154,0.0,3.313426,0.388737,0.117322,0.172919,0.081729,0.071452,-0.037834,0.75,113.771739,55,28
075200,CT,Greater Bridgeport,120,2025-07-28,0,,,,,,,,,,,,,,55,27
075208,CT,Nw Hills,160,2025-05-05,0,,,,,,,,,,,,,,42,33
075216,CT,Capitol,110,2025-08-18,0,,,,,,,,,,,,,,35,26
075231,CT,Capitol,110,2025-05-05,1,2025-03-24,42,0.207699,0.470077,3.168814,0.711252,0.224454,0.270758,0.129682,0.119875,-0.013481,0.826087,55.836957,34,26
075236,CT,Nw Hills,160,2026-02-23,1,2025-09-01,175,0.216322,1.034703,3.353691,0.841679,0.250971,0.418203,0.107465,0.092865,-0.065015,0.677778,66.766667,35,28
075243,CT,Northeastern Ct,150,2026-03-23,0,,,,,,,,,,,,,,0,0
075244,CT,Capitol,110,2025-07-21,1,2025-03-24,119,0.174945,0.0,3.688346,0.537177,0.145642,0.22706,0.106204,0.0724,-0.066654,0.206522,103.206522,55,28
075253,CT,Capitol,110,2026-03-23,0,,,,,,,,,,,,,,0,0
075257,CT,Capitol,110,2025-04-14,1,2025-03-24,21,0.180266,0.55977,3.354877,0.437518,0.130412,0.003794,0.121438,0.064033,-0.003367,0.619565,271.554348,1,1
075258,CT,Northeastern Ct,150,2025-10-13,0,,,,,,,,,,,,,,43,32
075268,CT,Capitol,110,2025-05-19,1,2025-03-24,56,0.190797,0.0,3.020594,0.377739,0.125055,0.038577,0.161311,0.094901,-0.023371,0.945652,122.51087,55,28
075271,CT,Southeastern Ct,180,2025-04-14,1,2025-03-24,21,0.188402,0.0,3.423867,0.548525,0.160206,0.21876,0.141276,0.124638,-0.037803,0.532609,82.956522,42,34
075271,CT,Southeastern Ct,180,2026-03-16,1,2025-09-22,175,0.169877,0.241567,3.181343,0.484173,0.152191,0.0,0.162037,0.131938,-0.046769,0.711111,86.033333,43,36
075286,CT,Capitol,110,2025-12-15,0,,,,,,,,,,,,,,0,0
075286,CT,Capitol,110,2026-02-09,0,,,,,,,,,,,,,,0,0
075288,CT,Southeastern Ct,180,2025-05-05,0,,,,,,,,,,,,,,42,33
075299,CT,Capitol,110,2026-01-05,1,2025-07-14,175,0.193955,0.0,3.077274,0.4095,0.133072,0.012179,0.101963,0.064578,0.02505,0.967391,199.826087,2,1
075301,CT,Capitol,110,2025-11-17,0,,,,,,,,,,,,,,35,27
075301,CT,Capitol,110,2025-11-24,0,,,,,,,,,,,,,,35,27
075310,CT,Northeastern Ct,150,2025-10-20,0,,,,,,,,,,,,,,43,32
075319,CT,Nw Hills,160,2025-07-21,1,2025-03-24,119,0.169018,0.303616,3.489526,0.642777,0.184202,0.032245,0.146755,0.08772,0.061954,0.467391,140.097826,18,8
075324,CT,Southeastern Ct,180,2026-01-12,0,,,,,,,,,,,,,,55,31
075324,CT,Southeastern Ct,180,2026-03-02,0,,,,,,,,,,,,,,55,35
075326,CT,Capitol,110,2025-08-04,1,2025-03-24,133,0.176811,0.0,3.750999,0.527852,0.140723,0.138384,0.151559,0.098764,0.13111,0.23913,142.934783,18,8
075329,CT,Naugatuck Vly,140,2025-09-08,1,2025-03-24,168,0.211708,0.0,2.002611,0.227664,0.113683,0.0,0.266643,0.898798,-0.432568,0.619565,116.402174,55,26
075329,CT,Naugatuck Vly,140,2025-11-17,1,2025-05-26,175,0.226855,0.0,1.70642,0.209418,0.122724,0.0,0.265998,1.038764,-0.467783,0.728261,117.119565,55,32
075329,CT,Naugatuck Vly,140,2026-02-16,1,2025-08-25,175,0.170967,0.0,3.814833,0.446435,0.117026,0.0,0.178278,0.120027,0.383697,0.266667,116.011111,55,36
075330,CT,Greater Bridgeport,120,2025-09-15,0,,,,,,,,,,,,,,18,7
075330,CT,Greater Bridgeport,120,2025-10-06,0,,,,,,,,,,,,,,18,7
075333,CT,Capitol,110,2026-03-23,0,,,,,,,,,,,,,,0,0
075348,CT,South Central Ct,170,2025-09-29,1,2025-04-07,175,0.170085,0.180817,3.514449,0.532752,0.151589,0.01065,0.202916,0.114627,0.0475,0.391304,212.608696,2,1
075348,CT,South Central Ct,170,2026-03-16,0,,,,,,,,,,,,,,2,1
075350,CT,Naugatuck Vly,140,2026-01-26,0,,,,,,,,,,,,,,55,31
075350,CT,Naugatuck Vly,140,2026-03-09,0,,,,,,,,,,,,,,55,35
075355,CT,Western Ct,190,2025-06-02,0,,,,,,,,,,,,,,43,33
075381,CT,Lower Ct River Vly,130,2025-07-28,1,2025-03-24,126,0.180121,0.359145,3.595212,0.490431,0.136412,0.131287,0.17423,0.105392,0.083102,0.336957,135.73913,18,8
075381,CT,Lower Ct River Vly,130,2026-03-02,1,2025-09-08,175,0.17574,0.497616,3.283015,0.428255,0.130446,0.03869,0.15756,0.088401,-0.042915,0.777778,140.544444,18,9
075384,CT,Capitol,110,2025-06-16,1,2025-03-24,84,0.18343,0.162622,3.267647,0.424397,0.129878,0.117965,0.138698,0.078754,-0.074446,0.804348,110.586957,55,28
075396,CT,Capitol,110,2026-01-26,1,2025-08-04,175,0.175081,0.0,3.786164,0.53384,0.140998,0.225642,0.124192,0.102428,0.02116,0.184783,90.130435,43,33
075397,CT,South Central Ct,170,2025-08-25,0,,,,,,,,,,,,,,18,7
075402,CT,Capitol,110,2025-04-07,0,,,,,,,,,,,,,,42,33
075402,CT,Capitol,110,2025-12-01,0,,,,,,,,,,,,,,43,32
075403,CT,South Central Ct,170,2025-08-18,0,,,,,,,,,,,,,,43,32
075412,CT,Greater Bridgeport,120,2025-09-22,0,,,,,,,,,,,,,,14,10
075413,CT,Greater Bridgeport,120,2025-12-01,0,,,,,,,,,,,,,,55,31
075420,CT,Capitol,110,2025-07-07,1,2025-03-24,105,0.176332,0.0,3.338943,0.358481,0.107364,0.0,0.115941,0.078424,0.059772,0.673913,144.51087,18,8
075431,CT,Lower Ct River Vly,130,2025-10-06,1,2025-04-14,175,0.190609,0.0,3.04843,0.764399,0.250752,0.132782,0.077226,0.101114,-0.008835,0.913043,40.076087,14,11
075439,CT,Capitol,110,2026-01-05,1,2025-07-14,175,0.171491,0.0,4.099751,1.303271,0.31789,0.112068,0.174217,0.116061,0.52376,0.086957,28.413043,13,10
085006,DE,New Castle,003,2025-05-19,0,,,,,,,,,,,,,,2,2
085019,DE,Kent,001,2026-02-23,0,,,,,,,,,,,,,,5,5
085020,DE,Kent,001,2025-04-14,0,,,,,,,,,,,,,,2,1
085021,DE,New Castle,003,2025-10-27,0,,,,,,,,,,,,,,11,9
085029,DE,Sussex,005,2025-07-28,1,2025-03-24,126,0.170768,0.555936,3.58699,0.548932,0.153034,0.137147,0.117302,0.080333,-0.032281,0.304348,113.315217,10,8
085029,DE,Sussex,005,2025-10-20,1,2025-04-28,175,0.170768,0.527818,3.58699,0.548932,0.153034,0.137147,0.117302,0.080333,-0.032281,0.304348,113.315217,10,8
085034,DE,Sussex,005,2025-11-10,0,,,,,,,,,,,,,,10,8
085034,DE,Sussex,005,2026-02-16,0,,,,,,,,,,,,,,10,8
085048,DE,Kent,001,2026-01-26,0,,,,,,,,,,,,,,10,8
085051,DE,Sussex,005,2026-03-09,0,,,,,,,,,,,,,,5,5
085054,DE,New Castle,003,2025-04-14,0,,,,,,,,,,,,,,2,1
08A020,DE,New Castle,003,2025-10-20,0,,,,,,,,,,,,,,5,5
095014,DC,The District,001,2025-07-07,1,2025-05-19,49,0.175829,0.511913,2.714136,0.565952,0.20852,0.0,0.145499,0.728971,-0.376474,0.478261,205.141304,3,3
095019,DC,The District,001,2026-02-02,0,,,,,,,,,,,,,,0,0
095020,DC,The District,001,2025-04-21,1,2025-03-24,28,0.183266,0.397443,3.073389,0.603524,0.196371,0.0,0.303396,0.185622,0.103313,0.717391,85.5,0,0
095022,DC,The District,001,2026-02-09,0,,,,,,,,,,,,,,0,0
095024,DC,The District,001,2026-03-02,0,,,,,,,,,,,,,,1,1
095026,DC,The District,001,2025-05-26,0,,,,,,,,,,,,,,3,3
095027,DC,The District,001,2025-05-05,0,,,,,,,,,,,,,,1,1
095034,DC,The District,001,2026-03-23,0,,,,,,,,,,,,,,0,0
105001,FL,Lake,069,2025-08-25,1,2025-05-19,98,0.17057,0.0,3.349912,0.588654,0.175722,0.072485,0.071188,0.047238,-0.053212,0.804348,86.652174,109,88
105009,FL,Broward,011,2025-04-07,0,,,,,,,,,,,,,,71,68
105029,FL,Hillsborough,057,2025-04-14,1,2025-03-24,21,0.171735,0.0,3.301413,0.436538,0.132228,0.001378,0.072498,0.052662,0.0089,0.858696,112.315217,279,232
105030,FL,Miami-Dade,086,2026-03-16,0,,,,,,,,,,,,,,1,1
105072,FL,Pinellas,103,2025-07-14,0,,,,,,,,,,,,,,57,46
105117,FL,Pinellas,103,2025-04-21,0,,,,,,,,,,,,,,71,68
105117,FL,Pinellas,103,2025-09-01,0,,,,,,,,,,,,,,74,69
105119,FL,Broward,011,2025-06-16,0,,,,,,,,,,,,,,51,46
105132,FL,Pinellas,103,2025-10-20,0,,,,,,,,,,,,,,109,87
105155,FL,Sarasota,115,2025-04-28,1,2025-03-24,35,0.16875,0.246624,3.274256,0.719607,0.219777,0.000206,0.096868,0.059405,0.008745,0.858696,112.923913,279,232
105232,FL,Miami-Dade,086,2025-09-01,0,,,,,,,,,,,,,,15,12
105237,FL,Broward,011,2025-05-05,0,,,,,,,,,,,,,,279,231
105250,FL,Brevard,009,2025-10-27,0,,,,,,,,,,,,,,109,87
105262,FL,Volusia,127,2025-04-07,0,,,,,,,,,,,,,,43,42
105269,FL,Polk,105,2025-10-27,1,2025-05-05,175,0.174995,0.305905,3.243087,0.478867,0.147658,9.1e-05,0.031514,0.041848,0.020174,0.945652,110.456522,282,215
105271,FL,Pinellas,103,2026-03-23,0,,,,,,,,,,,,,,0,0
105283,FL,Polk,105,2025-04-07,1,2025-03-24,14,0.1823,0.0,3.129111,0.266812,0.085268,0.000375,0.024868,0.045669,-0.011153,0.978261,111.043478,279,232
105287,FL,Duval,031,2025-06-30,0,,,,,,,,,,,,,,57,46
105315,FL,St. Johns,109,2026-03-02,0,,,,,,,,,,,,,,278,225
105320,FL,Pasco,101,2025-12-15,0,,,,,,,,,,,,,,281,223
105325,FL,Brevard,009,2025-07-28,0,,,,,,,,,,,,,,282,221
105327,FL,Manatee,081,2025-09-08,1,2025-03-24,168,0.180457,0.237793,3.214521,0.626734,0.19497,0.000614,0.067307,0.046994,0.01241,0.978261,198.293478,15,13
105354,FL,Polk,105,2025-04-28,1,2025-03-24,35,0.169442,0.264291,3.355824,0.322449,0.096087,0.0,0.094931,0.05652,-0.054195,0.684783,166.413043,57,47
105365,FL,Seminole,117,2025-08-18,0,,,,,,,,,,,,,,9,6
105387,FL,Lee,071,2025-04-28,0,,,,,,,,,,,,,,279,231
105387,FL,Lee,071,2026-02-09,0,,,,,,,,,,,,,,278,225
105394,FL,Pinellas,103,2025-11-17,1,2025-08-18,91,0.168886,0.0,3.329237,0.381343,0.114544,0.0,0.098362,0.079636,-0.015762,0.733333,114.433333,108,92
105397,FL,Hernando,053,2025-07-21,0,,,,,,,,,,,,,,281,220
105409,FL,Pinellas,103,2025-06-30,0,,,,,,,,,,,,,,71,66
105416,FL,Sarasota,115,2025-08-11,0,,,,,,,,,,,,,,108,88
105416,FL,Sarasota,115,2026-01-05,0,,,,,,,,,,,,,,108,91
105417,FL,Hillsborough,057,2026-01-26,1,2025-08-18,161,0.168656,0.664897,3.1956,0.825884,0.258444,0.0,0.056353,0.041983,-0.056595,0.988889,142.133333,52,47
105421,FL,Collier,021,2025-05-12,0,,,,,,,,,,,,,,106,93
105428,FL,Polk,105,2026-03-09,0,,,,,,,,,,,,,,108,99
105433,FL,Leon,073,2025-08-11,1,2025-03-24,140,0.172406,0.0,3.327609,0.339095,0.101903,0.0,0.066232,0.054651,-0.010166,0.858696,140.48913,51,47
105439,FL,Collier,021,2026-03-02,0,,,,,,,,,,,,,,278,225
105452,FL,Sarasota,115,2025-11-24,1,2025-06-02,175,0.169868,0.0,3.249239,0.526563,0.162057,0.0,0.070199,0.077071,-0.012956,0.858696,94.065217,108,92
105455,FL,Highlands,055,2025-07-21,0,,,,,,,,,,,,,,51,46
105460,FL,Alachua,001,2025-10-06,0,,,,,,,,,,,,,,282,214
105462,FL,Hendry,051,2025-04-07,0,,,,,,,,,,,,,,280,232
105497,FL,Sarasota,115,2025-07-07,1,2025-03-24,105,0.17133,0.226161,3.289205,0.466215,0.141741,0.0,0.065651,0.04844,0.011528,0.913043,102.73913,281,221
105499,FL,Collier,021,2025-07-28,0,,,,,,,,,,,,,,107,87
105513,FL,Miami-Dade,086,2025-04-07,0,,,,,,,,,,,,,,9,6
105516,FL,Palm Beach,099,2025-09-01,0,,,,,,,,,,,,,,57,43
105522,FL,Lee,071,2025-06-16,0,,,,,,,,,,,,,,281,220
105522,FL,Lee,071,2025-08-25,0,,,,,,,,,,,,,,282,214
105524,FL,Charlotte,015,2025-05-05,0,,,,,,,,,,,,,,51,47
105525,FL,Manatee,081,2026-02-02,0,,,,,,,,,,,,,,280,222
105537,FL,Pinellas,103,2026-01-19,0,,,,,,,,,,,,,,109,92
105538,FL,Charlotte,015,2025-07-07,0,,,,,,,,,,,,,,107,87
105544,FL,Pasco,101,2025-09-22,0,,,,,,,,,,,,,,57,43
105558,FL,Palm Beach,099,2026-03-09,1,2025-09-15,175,0.170043,0.0,3.260609,0.512659,0.157228,0.0,0.117922,0.094181,-0.000625,0.788889,95.055556,108,100
105560,FL,Miami-Dade,086,2025-11-10,0,,,,,,,,,,,,,,15,13
105567,FL,Sarasota,115,2025-06-23,0,,,,,,,,,,,,,,281,220
105574,FL,Pinellas,103,2025-06-16,0,,,,,,,,,,,,,,51,46
105581,FL,Pinellas,103,2025-08-04,0,,,,,,,,,,,,,,57,46
105588,FL,Lee,071,2025-08-25,0,,,,,,,,,,,,,,282,214
105602,FL,Marion,083,2025-06-16,0,,,,,,,,,,,,,,281,220
105603,FL,Manatee,081,2025-06-02,0,,,,,,,,,,,,,,281,220
105607,FL,Palm Beach,099,2025-04-21,0,,,,,,,,,,,,,,57,46
105645,FL,Duval,031,2025-12-08,0,,,,,,,,,,,,,,281,223
105679,FL,Broward,011,2025-10-27,0,,,,,,,,,,,,,,282,214
105690,FL,Pinellas,103,2025-04-14,1,2025-03-24,21,0.182287,0.497955,3.116948,0.317805,0.10196,0.006081,0.066983,0.053523,-0.015962,0.98913,111.532609,279,232
105690,FL,Pinellas,103,2026-03-02,1,2025-09-08,175,0.179454,0.670183,3.175668,0.335861,0.105761,0.000162,0.078205,0.046658,0.008661,1.0,107.7,278,226
105693,FL,Polk,105,2025-08-18,0,,,,,,,,,,,,,,282,214
105714,FL,Pinellas,103,2025-04-21,0,,,,,,,,,,,,,,43,42
105714,FL,Pinellas,103,2025-09-08,1,2025-08-18,21,0.171218,0.224493,3.170993,0.506733,0.159803,0.038064,0.123196,0.108123,-0.054218,0.833333,34.244444,45,43
105728,FL,Orange,095,2025-10-13,1,2025-04-21,175,0.184469,0.337569,3.295495,0.914556,0.277517,0.000313,0.086774,0.057388,-0.004151,0.836957,369.01087,0,0
105736,FL,Hillsborough,057,2025-05-05,0,,,,,,,,,,,,,,279,231
105769,FL,Columbia,023,2025-06-02,0,,,,,,,,,,,,,,281,220
105774,FL,Sarasota,115,2025-05-19,1,2025-03-24,56,0.19026,0.0,3.380422,0.480365,0.142102,0.0,0.12815,0.090455,0.347801,0.608696,95.217391,107,88
105774,FL,Sarasota,115,2025-12-15,1,2025-06-23,175,0.170018,0.234435,3.317604,0.465807,0.140405,0.0,0.0804,0.064112,0.0268,0.815217,93.173913,108,92
105819,FL,St. Lucie,111,2025-06-23,0,,,,,,,,,,,,,,281,220
105864,FL,Lee,071,2025-10-27,0,,,,,,,,,,,,,,57,43
105891,FL,Hillsborough,057,2025-12-15,0,,,,,,,,,,,,,,74,70
105967,FL,Orange,095,2025-05-12,0,,,,,,,,,,,,,,279,231
105983,FL,Sarasota,115,2025-05-05,0,,,,,,,,,,,,,,106,93
105995,FL,Collier,021,2025-04-14,0,,,,,,,,,,,,,,43,42
106000,FL,Lee,071,2025-06-09,0,,,,,,,,,,,,,,281,220
106000,FL,Lee,071,2025-07-07,0,,,,,,,,,,,,,,281,220
106003,FL,Lake,069,2025-12-15,0,,,,,,,,,,,,,,52,46
106032,FL,Sarasota,115,2025-12-01,1,2025-06-09,175,0.172613,0.261453,3.226696,0.395634,0.122613,0.0,0.078931,0.083891,-0.036636,0.815217,113.695652,281,224
106036,FL,Citrus,017,2025-04-28,0,,,,,,,,,,,,,,279,231
106042,FL,Pinellas,103,2026-02-16,0,,,,,,,,,,,,,,278,225
106051,FL,Escambia,033,2026-01-19,1,2025-07-28,175,0.168778,0.0,3.42211,0.511736,0.149538,0.000654,0.179383,0.107961,0.001112,0.478261,190.793478,15,14
106069,FL,Polk,105,2025-04-28,0,,,,,,,,,,,,,,106,93
106069,FL,Polk,105,2025-06-23,0,,,,,,,,,,,,,,107,87
106070,FL,De Soto,027,2026-02-23,0,,,,,,,,,,,,,,44,42
106075,FL,Indian River,061,2025-07-07,0,,,,,,,,,,,,,,71,66
106079,FL,Pasco,101,2025-04-28,0,,,,,,,,,,,,,,279,231
106079,FL,Pasco,101,2026-02-09,0,,,,,,,,,,,,,,278,225
106091,FL,Palm Beach,099,2025-04-14,0,,,,,,,,,,,,,,279,231
106093,FL,Hillsborough,057,2025-05-05,0,,,,,,,,,,,,,,279,231
106103,FL,Pinellas,103,2025-06-09,0,,,,,,,,,,,,,,43,41
106116,FL,Pinellas,103,2025-10-20,1,2025-05-19,154,0.171136,0.0,3.258011,0.446569,0.137068,0.0,0.119453,0.181022,-0.052158,0.663043,144.891304,282,215
106120,FL,Polk,105,2025-09-29,0,,,,,,,,,,,,,,282,214
106124,FL,Clay,019,2025-06-09,0,,,,,,,,,,,,,,107,87
115025,GA,De Kalb,089,2025-12-29,1,2025-07-07,175,0.193264,0.44761,3.165741,0.327138,0.103337,0.008653,0.161014,0.106907,0.064082,0.815217,209.5,5,1
115124,GA,Muscogee,215,2025-08-25,0,,,,,,,,,,,,,,94,46
115129,GA,Fulton,121,2025-06-09,1,2025-03-24,77,0.246022,0.0,1.615029,0.106207,0.065762,0.0,0.337089,1.409299,-0.50488,0.684783,203.663043,5,1
115262,GA,Appling,001,2025-05-19,0,,,,,,,,,,,,,,89,44
115265,GA,Ware,299,2025-04-21,0,,,,,,,,,,,,,,7,5
115265,GA,Ware,299,2026-02-09,0,,,,,,,,,,,,,,6,5
115266,GA,Mitchell,205,2026-01-05,0,,,,,,,,,,,,,,27,10
115273,GA,Douglas,097,2025-10-27,0,,,,,,,,,,,,,,5,0
115291,GA,Richmond,245,2025-06-02,0,,,,,,,,,,,,,,47,23
115334,GA,Richmond,245,2025-06-23,0,,,,,,,,,,,,,,89,44
115375,GA,Newton,217,2025-10-27,1,2025-05-19,161,0.171794,0.0,3.35903,0.280165,0.083406,0.0,0.137177,0.095717,-0.006503,0.576087,153.108696,27,10
115431,GA,Haralson,143,2025-04-14,1,2025-03-24,21,0.179366,0.373849,3.224544,0.29983,0.092984,0.0,0.103897,0.075122,0.043177,0.847826,105.576087,47,25
115460,GA,Fayette,113,2025-08-04,1,2025-05-19,77,0.169048,0.0,3.263389,0.352939,0.108151,0.0,0.130708,0.087249,-0.096947,0.75,146.23913,26,11
115480,GA,Thomas,275,2025-07-14,0,,,,,,,,,,,,,,105,58
115484,GA,Upson,293,2026-03-23,0,,,,,,,,,,,,,,0,0
115522,GA,Candler,043,2025-03-31,1,2025-03-24,7,0.187184,0.0,2.832887,0.286062,0.100979,0.007234,0.206724,0.140308,-0.115461,0.967391,78.532609,88,51
115531,GA,De Kalb,089,2025-06-09,0,,,,,,,,,,,,,,47,23
115542,GA,Fulton,121,2025-12-15,1,2025-06-23,175,0.223954,0.35154,3.530927,0.275168,0.077931,0.388798,0.156603,0.094469,0.028977,0.358696,150.271739,7,6
115577,GA,Wayne,305,2025-08-04,1,2025-03-24,133,0.198646,0.0,2.660966,0.3034,0.114019,0.0,0.089387,0.160778,-0.056209,0.98913,53.228261,106,60
115598,GA,Evans,109,2025-12-08,0,,,,,,,,,,,,,,107,63
115607,GA,Grady,131,2025-08-18,0,,,,,,,,,,,,,,0,0
115607,GA,Grady,131,2026-03-09,0,,,,,,,,,,,,,,0,0
115628,GA,Dougherty,095,2025-05-26,1,2025-03-24,63,0.182101,0.0,3.156309,0.2774,0.087888,0.0,0.252808,0.145968,-0.064801,0.771739,203.826087,5,1
115630,GA,Charlton,049,2025-11-17,1,2025-05-26,175,0.228021,0.246624,2.372301,0.228001,0.09611,0.071703,0.279836,0.182546,-0.076832,0.98913,66.456522,107,64
115633,GA,Chatham,051,2026-01-26,1,2025-08-04,175,0.237342,0.0,1.473039,0.498684,0.338541,0.10954,0.082946,0.234802,-0.32078,1.0,47.173913,27,16
115642,GA,Candler,043,2025-09-08,0,,,,,,,,,,,,,,106,59
115660,GA,Cobb,067,2026-02-16,0,,,,,,,,,,,,,,47,24
115709,GA,Troup,285,2026-01-12,1,2025-08-18,147,0.168802,0.0,3.103788,0.706038,0.227476,0.0,0.27165,0.196406,-0.049352,0.733333,83.455556,94,48
115721,GA,Glynn,127,2025-03-31,0,,,,,,,,,,,,,,26,12
115728,GA,Bibb,021,2026-01-12,0,,,,,,,,,,,,,,94,47
115733,GA,Wilcox,315,2025-06-09,1,2025-03-24,77,0.17982,0.154114,3.187697,0.205635,0.064509,0.0,0.119177,0.102577,0.052215,0.815217,60.73913,105,59
125013,HI,Honolulu,003,2025-08-11,0,,,,,,,,,,,,,,12,11
125048,HI,Honolulu,003,2026-03-09,0,,,,,,,,,,,,,,10,8
125057,HI,Honolulu,003,2025-06-16,0,,,,,,,,,,,,,,10,6
125059,HI,Honolulu,003,2025-09-01,0,,,,,,,,,,,,,,12,11
135019,ID,Canyon,027,2025-11-10,0,,,,,,,,,,,,,,9,9
135098,ID,Ada,001,2025-09-08,1,2025-03-24,168,0.179709,1.064869,3.31397,0.509747,0.153818,0.089158,0.135868,0.108497,0.030732,0.73913,64.119565,28,22
135110,ID,Canyon,027,2025-03-31,0,,,,,,,,,,,,,,27,22
135110,ID,Canyon,027,2025-09-01,0,,,,,,,,,,,,,,28,21
135110,ID,Canyon,027,2025-11-03,0,,,,,,,,,,,,,,28,21
135122,ID,Kootenai,055,2026-03-16,0,,,,,,,,,,,,,,9,9
135143,ID,Twin Falls,083,2025-04-28,0,,,,,,,,,,,,,,27,22
135144,ID,Ada,001,2025-12-01,0,,,,,,,,,,,,,,9,9
145012,IL,Knox,095,2025-05-12,1,2025-03-24,49,0.18515,1.310706,3.028626,0.346399,0.114375,0.08006,0.161483,0.13658,-0.101527,0.902174,51.913043,139,63
145012,IL,Knox,095,2025-08-25,1,2025-03-24,154,0.18515,1.310706,3.028626,0.346399,0.114375,0.08006,0.161483,0.13658,-0.101527,0.902174,51.913043,142,55
145012,IL,Knox,095,2025-09-08,1,2025-03-24,168,0.18515,1.310706,3.028626,0.346399,0.114375,0.08006,0.161483,0.13658,-0.101527,0.902174,51.913043,142,55
145016,IL,Mc Lean,113,2025-07-28,1,2025-05-19,70,0.176351,2.590426,3.539701,0.410303,0.115915,0.152271,0.138561,0.114024,0.006273,0.391304,71.630435,140,59
145016,IL,Mc Lean,113,2025-08-11,1,2025-05-19,84,0.176351,2.590426,3.539701,0.410303,0.115915,0.152271,0.138561,0.114024,0.006273,0.391304,71.630435,140,59
145027,IL,Rock Island,161,2025-09-15,0,,,,,,,,,,,,,,142,40
145027,IL,Rock Island,161,2025-11-17,0,,,,,,,,,,,,,,142,42
145027,IL,Rock Island,161,2026-03-16,0,,,,,,,,,,,,,,140,44
145027,IL,Rock Island,161,2026-03-23,0,,,,,,,,,,,,,,0,0
145029,IL,Will,197,2025-07-07,1,2025-03-24,105,0.209992,1.760241,3.524453,1.079226,0.306211,0.357325,0.11346,0.074979,0.081336,0.445652,107.630435,79,26
145031,IL,Mc Lean,113,2025-06-02,1,2025-03-24,70,0.18122,1.762364,3.166541,0.570314,0.180106,0.043664,0.118603,0.095448,0.021084,0.869565,88.847826,142,45
145031,IL,Mc Lean,113,2025-12-01,1,2025-06-09,175,0.178925,2.015728,3.178213,0.584775,0.183995,0.021345,0.121098,0.081852,0.041088,0.891304,91.717391,142,43
145031,IL,Mc Lean,113,2026-02-16,1,2025-08-25,175,0.176784,1.857833,3.212531,0.66134,0.205863,0.029533,0.106346,0.085791,0.03996,0.8,88.288889,140,45
145062,IL,La Salle,099,2026-03-16,1,2025-09-22,175,0.179779,0.788026,2.947808,0.737587,0.250215,0.001204,0.081704,0.052148,-0.031236,1.0,102.711111,140,45
145070,IL,Cook,031,2025-04-14,1,2025-03-24,21,0.171697,1.733096,3.736406,0.636862,0.170448,0.094649,0.187443,0.112175,0.176779,0.26087,117.706522,79,28
145070,IL,Cook,031,2025-06-30,1,2025-03-24,98,0.171697,1.733096,3.736406,0.636862,0.170448,0.094649,0.187443,0.112175,0.176779,0.26087,117.706522,79,26
